Data_Quality_Notes,type,title,director,cast,release_year,rating,Duration_Value,Duration_Unit,listed_in,description,Data_Quality_Notes
s6094,Movie,Dark,Ajoy Varma,"Mohanlal, Nadhiya, Parvatii Nair, Nassar",2018,13+,122,Min,"Action, Suspense",Sunny'S Life Hangs In The Balance When His Car Skids Off The Road And Dangles Over The Edge Of A Cliff While He Is On The Way To Meet His Wife Who Goes Into Labour.,
s6095,Movie,Dabbe 5: Zehr-i Cin,Hasan Karacadağ,"Nil Günal Çakıroğlu, Ümit Bülent Dinçer, Sultan Köroğlu, Emir Özbek, Pelin Acar, Murat Seviş, Ömer Duran, Sema Özkan Yorgun",2014,18+,133,Min,Horror,"Dilek Suddenly Starts To Feel The Presence Of Something Abnormal In One Of The Rooms In Their House. Her Husband, Omer, Refuses To Believe Her And The Situation Becomes Worse. They Find Out That An Ancient Paranormal Creature Called Jinn Put A Spell On Dilek. While Seeking A Way To Cure Her They Discover Some Shocking Events Related To Dilek'S Early Life.",
s6096,Movie,Corona,Mostafa Keshvari,"Andrea Stefancikova, Andy Canete, Emy Aneke, Josh Blacker, Richard Lett, Traei Tsai, Zarina Sterling",2020,18+,72,Min,"Drama, Science Fiction, Suspense","This Dramatic Thriller Puts The Audience In The Middle Of An Intense Ride With A Diverse Cast Of Characters And Studies Their Moral Choices Under Extreme Circumstances As They Are Trapped In An Elevator. With A Rumor About A Coronavirus Suspect Circulating In The Building, Fear And Racism Can Spread Faster Than Any Virus.",
s6097,Movie,Chidambaram Railway Gate,Sivabalan,"Mahendran, Anbu Mayilsamy",2021,All,108,Min,"Action, Drama, Romance","Chidambaram Railwaygate Is A Tamil Movie Released On 5 Feb, 2021. The Movie Is Directed By Sivabalan And Featured Mahendran, Neeraja, Anbu Mayilsamy And Bala Saravanan As Lead Characters. Other Popular Actor Who Was Roped In For Chidambaram Railwaygate Is Daniel Annie Po",
s6098,Movie,Charade,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn, George Kennedy",1963,16+,113,Min,Comedy,"In Paris, Romance And Suspense Ensue As A Woman Is Pursued By Several Men Who Want A Fortune Her Murdered Husband Had Stolen. Whom Can She Trust?",
s6099,TV Show,Blood on the Deck,Not Mentioned,"Dakota Meyer, Dick Hy, Jarred Taylor",2020,Tv-14,1,Season,"Documentary, Special Interest, Unscripted","Three Teams Of American Heroes Give It Everything They'Ve Got, For The Right To Compete In The Biggest Fishing Tournaments On Planet Earth! Watch As Seasoned Anglers Take A Rag Tag Group Of Service Members And First Responders, And Them Into Tournament Winning Champions!",
s6100,Movie,Bandish,K. Bapaiah,"Rajesh Khanna, Hema Malini, Danny Denzongpa, Tanuja, Om Prakash, Asrani, Jeevan, Om Shivpuri, Madan Puri, Bindiya Goswami, Nalini Jaywant, Manorama, Preeti Ganguli, Mohan Choti, Pinchoo Kapoor, Jagdish Raj, Padmini Kapila, Priti Sapru, Munni",1980,13+,144,Min,"Action, Drama","A Man'S Life, Comes To A Standstill When His Lover Is Murdered. Years Later, He Meets His Lover'S Lookalike And Finds Himself Drawn Towards Her. But Does Fate Have Positive Results For Him?",
s6101,Movie,Awake,Joby Harold,"Hayden Christensen, Jessica Alba, Terrence Howard",2007,R,84,Min,"Drama, Suspense","While Undergoing Surgery, A Wealthy Young Man Experiences Intraoperative Awareness And Discovers That The Surgical Team Intended To Murder Him.",
s6102,Movie,Anu and Arjun(Kannada),Jeffrey Gee Chin,"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Naveen Chandra, Navdeep, Harsha, Mahima Makwana, Karma Mccain, Ruhi Singh",2021,13+,133,Min,"Action, Drama","Based On A Series Of True Incidents That Shook The Indian It Industry And Conned A Whopping $380 Million Dollars (Rs.2,800 Crores). This Project Is About Cultural Clash Between Generations; Between East And West; Between Rich And Poor. On A Moral Downward Spiral, Yet An Upward Climb To Great Financial Success, Anu And Arjun Become Savvy Criminals And Devise An Ingenious Scam.",
s6103,Movie,American Mobster: Miami Shakedown,Marcus Dreeke,"Nino Cimino, Frank Stallone, Robert Miano, Marco Arras, Elizabeth Mae",2010,18+,83,Min,Action,"Nick Romano Is A Young Italian American Fighting His Own Personal Demons. Teamed With His Crazy But Always Loyal Partner Carlo, The Two Small Time Hoods Are On The Streets Trying To Hustle And Make A Living.",
s6104,Movie,A brief inquisition into the Luxury Dining Experience (and the world of food),Riagáin Grainger,"Roksanna Dawidowksa, Jason Howe, Ryan Moohan, Christine Irvine, Tommy Bru, Eoin Hamill, Stewart Blair, Bryan Gallagher",2020,16+,21,Min,"Comedy, Drama","Food Is The Addiction Everyone Has...Within A Luxurious London Restaurant, Over The Course Of An Evening, A Series Of Unfortunate Events Are Dealt To The Kitchen Staff, The Beating Heart Of This Establishment. When A Notorious Food Critic Arrives, Their Cooking Skills Are Put To The Test As They Juggle With Their Own Unique And At Times, Obscure Personal Problems. What Could Go Wrong? Order Up!",
s6105,Movie,"Vanilla, Strawberry & Chocolate",Girish Vishwanath,"Janaki Pathak, Ravi Kale, Rajashri Nikam, Radhika Deshpande, Kshitij Deshpande",2018,13+,120,Min,Drama,A Village School-Girl Teju Creates An Unbreakable Bond Of Friendship With A Stray Dog Named Vanilla. Her Attachment With The Dog Is Initially Ridiculed Until Tragedy Befalls Upon Teju And She Loses Sleep When Vanilla Goes Missing.,
s6106,Movie,TIP,Lafayette Cabell,"Lafayette Cabell, Tondalia Williams, Aleesha Wright, Tonya Barnes, Gurnie Leary Jr.",2021,18+,43,Min,"Action, Drama","After Serving A 25 Year Sentence, Tip Gets Released From Prison. After Crossing Paths With His Past, He Is Now Faced With Dark Challenges That Forces Him To Return To His Ways Of Old.",
s6107,Movie,The shadow of the sun,David Blanco,"Pep Cortés, Bruno Bergonzini, Daniel Freire, José Alias",2011,16+,104,Min,"Comedy, Drama","Claudio Is A Young Mentally Handicapped Homeless With A Great Artistic Talent. Pelé Is An Old Ex-Hippie Beggar Who Lives With The Hope To Come Back To India Before Dying. Together They Will Prepare A Street Show, Starting A Friendship Journey Between Light And Shadows In The Middle Of The Big City In Barcelona.",
s6108,Movie,The Return of the Light - The Beginning,Gastão Coimbra,"Júlia Marques, Victória Maranho",2021,13+,82,Min,"Action, Drama, Science Fiction","In 1986, 21 Unidentified Flying Objects Were Detected By The Radars Of Brasília And São Paulo In Brazil, 6 Fighters Took Off To Intercept Them, Two Girls Are Born From This Moment, Daughters Of The Pilot Of The Missing Sixth Fighter. With Healing Ability, Moving Objects And Much Superior Intelligence, Which Can Affect Everything And Everyone Around Them.",
s6109,Movie,The Man With The Golden Arm,Otto Preminger,"Frank Sinatra, Eleanor Parker, Kim Novak, Arnold Stang, Darren Mcgavin",1955,13+,119,Min,"Action, Suspense",A Junkie Must Face His True Self To Kick His Drug Addiction.,
s6110,Movie,The Demon's Waltz,Ryan Callaway,"Briana Aceti, Kailee Mcguire, Breanna Engle, Sophia Zalipsky, Dustin Tyler",2020,13+,116,Min,"Horror, Suspense","Becca, A Private Investigator, Is Hired To Discover The Origin Of A Viral Challenge That Has Haunted And Caused The Deaths Of Several People. As She Pries Into The Mystery She Learns There Is A Very Real Evil Lurking Behind It.",
s6111,TV Show,Steve and Maggie - Laugh and Learn,Not Mentioned,"Steve R. Watts, Maggie",2021,Tv-G,1,Season,"Animation, Kids","Laugh And Learn Along With Steve And Maggie! Maggie Plays Silly Tricks On Steve While Teaching Him About Different Food, Jobs, And Sea Animals! Your Child Is Sure To Be Engaged And Entertained While Laughing, Learning, And Singing With Steve And Maggie In This Series.",
s6112,Movie,SALOME,Carlos Saura,"Alda Gomez, Paco Mora, Pere Arquillue",2002,Pg-13,82,Min,International,"A Director Prepares A Flamenco Troupe For A Performance. He Summarizes The Story, Describes The Action: Salomé'S Attraction To John The Baptist He Rejects Her She Seeks Revenge. The Movie Takes Us From Rehearsal To Performance.",
s6113,TV Show,Saimdang: Memoir of Colors,Not Mentioned,"Lee Young-Ae, Song Seung-Heon",2017,13+,1,Season,"Drama, Romance","When An Art Historian Discovers The Long-Lost Diary Of Famed Joseon Artist Shin Saimdang, She Delves Into The Story Of The Artist'S Secret Love Affair While Unraveling The Mystery Of Her Mysterious Portrait.",
s6114,Movie,Royal Wedding,Stanley Donen,"Fred Astaire, Jane Powell, Peter Lawford, Sarah Churchill, Keenan Wynn",1951,13+,93,Min,"Arts, Entertainment, And Culture, Comedy",A Brother And Sister Dance Act Encounter Challenges And Romance When Booked In London During The Royal Wedding.,
s6115,TV Show,Portrait Artist of The Year,Not Mentioned,"Frank Skinner, Tai Shan Schierenber, Kate Bryan",2007,All,3,Seasons,"Arts, Entertainment, And Culture, Special Interest, Unscripted","This Series, We See Over 20 Celebrity Sitters For The Competing Heat.",
s6116,Movie,Policeman,Nadav Lapid,"Yiftach Klein, Yaara Pelzig, Michael Aloni, Michael Moshonov, Menashe Noy, Gal Hoyberger, Meital Barda, Shaul Mizrahi, Rona-Lee Shimon, Ben Adam",2011,18+,112,Min,Drama,"Yaron Is One Of An Elite Group Of Police Officers Working In An Anti-Terrorist Unit In The Israeli Police Force. He And His Fellow Officers Are The Ultimate Defense Against The ”Arab Enemy."" However, An Encounter With A Radical, Violent Group Turns His Life Upside Down.",
s6117,Movie,Please behave yourselves,"Antoine Matuttis, Sejad Ademaj","Olcayto Uslu, Michael Marwitz, Isabela Huebner, Katharina Haker, Giulia Artemann",2017,7+,14,Min,"Comedy, Drama",Sandra Invites Her New Boyfriend To Dinner With Her Parents. Unfortunately They Seem To Have A Problem With Him Because He'S Muslim.,
s6118,Movie,Parts of the Same Circle,"Denny Hironaga, Eric Nemoto","Jim Tharp, Allan Okubo, Dann Seki, Keith Kashiwada, Karen Kuioka Hironaga, Eric Nemoto, Elissa Dulce Hoopai, Troy Apostol, Renee Garcia, Bill Ogilvie, Curtis Duncan, Stephanie Conching, Dennis Ihara, John Wat, Will Hao",2012,13+,120,Min,"Drama, Special Interest","Death Not Being Apart From Life But Rather An Integral Part Of It Is The Central Theme Throughout 11 Storylines That Interweave To Prove That The Only Thing In Life That Everyone Has In Common, Is Death.",
s6119,Movie,Molokai: The Story Of Father Damien,Paul Cox,"David Wenham, Sam Neill, Kris Kristofferson, Peter O'Toole",1999,Pg,122,Min,Drama,"The Touching Story Of Father Damien, Who Went To The Island Of Molokai To Minister To The Lepers Who Had Been Exiled There.",
s6120,TV Show,Mangiarancina Investigazioni,Not Mentioned,"Massimo Marotta, Sabrina Lembo, Anna Attademo, Giuseppe Battiloro, Grazia Campo, Marianna Ruina, Miriam Taze",2021,13+,1,Season,"Comedy, Suspense","Terio Mangiarancina Finds A Dead Body With Desfigured Face On A Beach In Palermo. But Terio Risks To Be Indicted, So His Sister Fana Thinks Out The Mangiarancina Investigations And Decides To Investigate Herself On The Murder. With The Help Of Her Mother, The Case Will Be Resolved Between Cheatings And Diziness Of Love.",
s6121,Movie,Mad at the Moon (Restored),Martin Donovan,"Colin Firth, Mary Stuart Masterson, Daphne Zuniga, Fionnula Flanagan, Hart Bochner",1992,R,98,Min,"Horror, Romance, Western","Jenny Hill Longs For The Love Of The Local Rough-And-Tumble Outlaw, James. However, Her Mother Doesn'T Approve And Instead Marries Jenny Off To James'S Half-Brother Miller Brown, A Polite And Inarticulate Farmer. Miller Is In Love With Jenny, But She Can'T Stand His Touch. Jenny Begins To Lapse Into Boredom Until The Full Moon Rises And She Discovers Miller'S Dark Secret.",
s6122,Movie,Love Land,Joshua Tate,"Monica Gaseor, Michael Iovine, Maddy Davidson, Memphis Diangelis, Skyy Moore, Angelica Briones, April Hartman, Johnny Walter",2014,16+,101,Min,Drama,"Driven By An Award-Winning Cast With Intellectual And Developmental Disabilities, Love Land Follows A Young Woman With A Traumatic Brain Injury Who, After Being Placed In An Institution, Hatches A Scheme To Manipulate A Lifelong Resident With Down Syndrome To Escape And Reunite With Her Boyfriend. When Her Scheme Falls Apart, She Must Face Realities That Shake The Core Of Her Identity.",
s6123,TV Show,Little Charmers,Not Mentioned,"Addison Holley, Alexa Torrington, Matilda Gillbert",2016,Tv-G,2,Seasons,"Animation, Kids","In The Magical Land Of Charmville, Charmers Have Special Powers. Charmer-In-Training Hazel And Her Best Friends, Posie And Lavender, Are Still Getting Used To Their Powers. Fearless Go-Getter Hazel Leads The Group On Adventures Designed To Break In Their Magical Abilities.",
s6124,Movie,Kansas City Confidential,Phil Karlson,"John Payne, Coleen Gray, Preston Foster, Neville Brand, Lee Van Cleef",1952,13+,99,Min,"Drama, Suspense",An Ex-Con Trying To Go Straight Is Framed For A Million-Dollar Armored Car Robbery And Must Go To Mexico To Unmask The Real Culprits.,
s6125,Movie,Ilish,Anita Sharma,"Arpita Saha, Prabhakar Sharma, Sanjeeb Roy",2017,7+,19,Min,"Drama, Kids",A Romantic Film About A Bengali Couple Who Are Madly In Love With Each Other. Husband Is Suffering From A Terminal Illness And Wife Wants To Fulfill All Of His Desires. One Stranger Helps Her Fulfill One Of The Desire Of Her Husband.,
s6126,Movie,Haberman,Juraj Herz,"Mark Waschke, Karel Roden, Hannah Hurzsprung",2010,Pg-13,105,Min,Drama,A Mill Owner In The Sudetenland And His Family'S Lives Are Changed As Europe Heats Up In 1938.,
s6127,Movie,Fratricide,Ylmaz Arslan,"Xevat Gertan, Erdal Celik, Talas Farzan",2006,Pg-13,91,Min,Drama,Two Young Kurdish Refugees Struggle To Make Their Way Through The Harshness Of A Large Western City.,
s6128,Movie,Factory Girl,George Hickenlooper,"Sienna Miller, Guy Pearce, Hayden Christensen, Jimmy Fallon, Mary Elizabeth Winstead",2006,R,100,Min,Drama,"A Wanna-Be Star Meets And Falls For Andy Warhol, And He Promises Her The Fame She'S Always Dreamed Of.",
s6129,Movie,Desire (Q),Laurent Bouhnik,"Deborah Revy, Helene Zimmer, Gowan Didi",2012,R,107,Min,"Drama, International","In A Social Context Deteriorated By A Countrywide Economic Crisis, The Life Of Several People Will Be Turned Upside Down After They Meet Cecile, A Character Who Symbolizes Desire.",
s6130,Movie,Dark Corners,Richard Parry,"Sam Hazendline, Julie Dray, Navid Negahban, T'Nia Miller",2021,16+,98,Min,Suspense,"A Corrupt Sports Star Hides Out In A Remote Village In Norway, In The Aftermath Of A Brutal Crime. When A Mysterious Woman Arrives And Triggers Memories Of His Wife'S Murder, He Must Face The Consequences Of A Betrayal That He Cannot Outrun.",
s6131,Movie,Damlelya Babachi Kahani,Yogesh Jadhav Nitin Chavan,"Sandeep Khare, Aastad Kale, Bhagyashree Desai",2016,13+,111,Min,Drama,"Gajanan, A Doting Father To His Young Daughter, Can'T Bear To See Injustice Against Women. His Simple Life Turns Upside Down When He Kills A Molester One Night. What Follows Is An Endless Trial And His Family'S Struggle To Get Justice.",
s6132,Movie,Anu and Arjun(Tamil),Jeffrey Gee Chin,"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Naveen Chandra, Navdeep, Harsha, Mahima Makwana, Karma Mccain, Ruhi Singh",2021,13+,133,Min,"Action, Drama","Based On A Series Of True Incidents That Shook The Indian It Industry And Conned A Whopping $380 Million Dollars (Rs.2,800 Crores). This Project Is About Cultural Clash Between Generations; Between East And West; Between Rich And Poor. On A Moral Downward Spiral, Yet An Upward Climb To Great Financial Success, Anu And Arjun Become Savvy Criminals And Devise An Ingenious Scam.",
s6133,Movie,Animalympics,Steven Lisberger,"Gilda Radner, Billy Crystal, Harry Shearer, Michael Fremer, John Sessions",1980,7+,79,Min,"Animation, Comedy, Kids","In This Animated Feature, Animals From All Around The World Gather To Stage And Compete In Their Own Olympic Games. The Animal Kingdom'S Zoo Network Covers The Events Held On Animal Olympic Island. They Feature A Variety Of Summer And Winter Sports Including Marathon Running, Gymnastics, Figure Skating, Bobsledding, Swimming, And More!",
s6134,Movie,AN UNFORGETTABLE SUMMER,Lucian Pintille,"Kristin Scott, Thomas Claudiu, Bleont Olga Tudorache",1994,R,80,Min,International,"In 1920'S Romania, Marie-Thérèse Refuses The Advances Of Her Husband'S Commanding Officer. The Family Is Then Reassigned To A Dangerous Outpost On The Bulgaria/Romania Border Where Their Relationship Is Severely Tested.",
s6135,Movie,Amber's Descent,Micheal Bafaro,"Kayla Stanton, Michael Mitton, Don Knodel, Nathaniel Vossen, Dione Russell, Colm Hill",2021,16+,92,Min,"Horror, Suspense","After Relocating To A Rural Farmhouse, Renowned Pianist Amber Waltz Discovers That Her Symphony Is Writing Itself And This Piece Could Be Her Last.",
s6136,Movie,Alien Conquest,Mario N. Bonassin,"Emily Killian, Anthony Jensen, Tom Sizemore, Michael Devorzon, Emma Nasfell, Deangelo Davis, Paulina Nguyen",2021,13+,88,Min,Science Fiction,"Sibling Astronomers Discover Martians Are Threatening To Attack Earth, But No One Believes Them-Until Martians Land And Nearly Destroy All Of New York City.",
s6137,Movie,A Mind Of Her Own,Owen Carey Jones,"Nicky Talacko, Amanda Rawnsley, Ashley Cook, Juliette Grassby",2006,13+,91,Min,Drama,"Inspired By A True Story, A Mind Of Her Own Tells The Poignant And Moving Story Of Sophie, A Determined Young Girl Whose Ambition To Become A Doctor Is Obstructed By The Fact That She Is Severely Dyslexic.",
s6138,TV Show,The Times Table Adventure,Not Mentioned,Not Mentioned,2011,7+,1,Season,"Animation, Kids","The Times Table Adventure Follows Billy And His Robot Sidekick, Digit, As They Travel To The Planet Calculus To Learn Their Times Tables. Zeta, The Evil Number Cruncher Has Taken Control Of The Planet And Threatens To Destroy It. Billy, Digit And Their Weird And Wonderful Friends, Must Learn Their Times Tables, Stop Zeta And Save The Galaxy!",
